"Ano_Ref","Municipio","UF","AG001","ES001","POP_URB","AG006","AG028","ES006","ES028","FN001","FN002","FN003","FN006","FN013","FN023","FN024","FN033","FN042","FN043","FN048","FN052","FN053","FN058","nat_jur"
2019,"Ipupiara","BA",7669,4789,6352,290.28,180.69,145.37,19.99,1885766.83,1250990.37,634776.46,1905932.32,106668.59,0,0,0,NA,NA,NA,NA,NA,NA,""
2015,"Ipupiara","BA",7688,4413,6512,305.8,197.77,164.67,0,1110580.2,764952.94,345627.26,1093052.17,75570.32,147911.84,435160.58,705863.15,NA,NA,NA,0,0,0,""
2013,"Ipupiara","BA",7728,3961,6434,382.77,168.25,37.68,12.59,720402.86,672002.15,48400.71,693683.67,54920.18,10157.48,0,23815.42,NA,NA,NA,NA,NA,NA,""
2014,"Ipupiara","BA",7713,4282,6474,295.29,168.27,120.17,40.72,945784.95,695010.16,250774.79,956263.92,64993.56,21156.8,33086.77,60341.04,NA,NA,NA,NA,NA,NA,""
2021,"Ipupiara","BA",6671,4151,6410,300.66,156.42,152.8,53.36,2014800.06,1334516.54,680283.52,1949031.38,180494.97,82934.45,172343.16,269224.21,0,0,0,0,0,0,""
2018,"Ipupiara","BA",7606,4691,6322,277.99,865,156.81,47,1753850.83,1179328.6,574522.23,1786492.96,114616.15,0,0,0,NA,NA,NA,0,0,0,""
2020,"Ipupiara","BA",6577,4141,6382,274.96,148.75,149.1,58.56,2045408.5,1357693.32,687715.18,2024042.94,133637.47,66328.96,106856.29,203673.74,NA,NA,NA,NA,NA,NA,""
2016,"Ipupiara","BA",7626,4394,6508,266.32,197.21,167.14,2.19,1236440,849855.13,386584.87,1240215.7,74625.88,248516.28,206243.33,568260.3,NA,NA,NA,0,0,0,""
2021,"Iramaia","BA",3539,7874,3549,211.17,127.34,0,NA,1050409.69,1050409.68,0.01,1058499.25,350203.51,130401.23,451.89,138279.46,0,0,0,0,0,0,"Administração pública direta"
2013,"Irecê","BA",72041,10630,66422,3477.51,10570.24,292.46,17.71,11395694.02,10687829.67,707864.35,11598188.43,1847729.68,14689262.36,38657.93,15491553.61,NA,NA,NA,NA,NA,NA,""
2009,"Irecê","BA",72014,3191,61170,3208.91,1531.87,91.08,0.1,5946401.9,5878429.78,67972.12,6481217.92,1219367.26,33000,NA,NA,0,0,0,0,0,0,""
2016,"Irecê","BA",73915,13575,68150,4079.05,12018.3,434.48,77.14,15425750.15,14408458.44,1017291.71,15305630.86,2982462.58,891822.2,404025.24,1617942.69,NA,NA,NA,0,0,0,""
2022,"Irecê","BA",73456,10953,NA,4710.12,24086.89,399.53,34.22,25944043.67,24496015.8,1448027.87,25402248.47,10923049.99,2701833.36,2612488.46,5423918.21,0,0,0,0,0,0,""
2019,"Irecê","BA",72967,12649,67276,4332.31,6953.92,373.73,111.51,20410171.36,19211702.25,1198469.11,19754378.84,6949566.69,2462329.76,442.8,2606675.9,NA,NA,NA,NA,NA,NA,""
2002,"Irecê","BA",53514,3137,54414,2634.6,NA,38.4,NA,2458581.54,2444092.72,14488.82,2533218.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
2017,"Irecê","BA",74483,13076,68673,3975.2,13419.51,411.63,61.05,17442019.25,16329245.69,1112773.56,17334036.63,3139471.82,1050880.26,19499.4,1232527.62,NA,NA,NA,0,0,0,""
2010,"Irecê","BA",66181,7429,61019,3161.73,220.37,120.04,1.7,6630136,6469670,160466,7499861,1303802,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
2020,"Irecê","BA",72364,11022,67789,4285.51,25649.93,380.74,30.48,21497722.37,20189948.9,1307773.47,20850484.71,6691736.34,1051249.43,101811.84,1393907.95,NA,NA,NA,NA,NA,NA,""
2011,"Irecê","BA",66865,8346,61650,3205.01,1486.93,246.37,2.4,8530955,8083004,447951,8882798,1436265,3771000,0,3771000,NA,NA,NA,NA,NA,NA,""
2003,"Irecê","BA",49300,3174,55004,8864.3,7610,93.5,0,3151397.99,3117514.71,33883.28,2926081,NA,0,0,0,NA,NA,NA,NA,NA,NA,""
2005,"Irecê","BA",53662,2167,56927,2985.55,353.8,74.7,NA,3775949.3,3734322.52,41626.78,3844287.22,997122.59,0,0,0,NA,NA,NA,NA,NA,NA,""
2021,"Irecê","BA",73120,11132,68274,4385.37,20165.85,405.02,30.92,23071996.11,21736779.22,1335216.89,23423715.44,7677103.43,738491.01,16667.81,901208.79,0,0,0,0,0,0,""
2004,"Irecê","BA",49905,3212,56242,2842.17,10060.02,77.52,0,3349483.23,3311767.39,37715.84,3368297.35,NA,0,0,0,NA,NA,NA,NA,NA,NA,""
2007,"Irecê","BA",58036,2954,58036,3197.91,1443.44,83.32,NA,4655520.19,4605357.93,50162.26,5111085.91,1434756.24,0,0,0,NA,NA,NA,NA,NA,NA,""
2008,"Irecê","BA",68883,3033,60475,3315.29,1459.85,90.22,0,5345130.79,5284249.81,60880.98,5852873.67,1315306.91,1296000,0,1296000,NA,NA,NA,NA,NA,NA,""
2006,"Irecê","BA",53710,2299,57592,3184.99,8354.07,70,0,4061228.64,4017175.61,44053.02,4224623.71,1349743.05,0,0,0,NA,NA,NA,NA,NA,NA,""
2012,"Irecê","BA",67527,10325,62260,3170.15,8384.24,285.86,16.67,10366978.75,9760771.95,606206.8,9966600.08,29329.7,43022000,NA,NA,NA,NA,NA,NA,NA,NA,""
2018,"Irecê","BA",72386,12924,66740,3800.26,3607,379.6,42,18778129.52,17610776.05,1167353.47,18562896.09,4349138.93,2524541.52,0,2524541.52,NA,NA,NA,0,0,0,""
2014,"Irecê","BA",72730,10744,67057,3697.92,11177.82,330.04,24.82,12528997.52,11729785.41,799212.11,13029572.46,2297012.42,9087834.04,41669.82,10309333.16,NA,NA,NA,NA,NA,NA,""
2015,"Irecê","BA",73380,13801,67656,3876.43,11465.52,364.37,44.94,13868724.87,12982958.52,885766.35,13948574.4,3259116.02,1385425.28,471147.64,2231983.59,NA,NA,NA,0,0,0,""
2016,"Itabela","BA",24144,1034,23534,1015.33,1369.73,45.47,0.01,3560337.64,3525459.05,34878.59,3219435.57,323911.75,22096.05,6253.73,34665.26,NA,NA,NA,0,0,0,""
2020,"Itabela","BA",26142,1050,23159,1049.23,1412.63,30.23,29.24,4787398.41,4732976.57,54421.84,4180655.86,446490.36,196956.58,3718.54,264658.38,NA,NA,NA,NA,NA,NA,""
2021,"Itabela","BA",26026,1043,23275,1170.58,1310.83,27.51,30.49,4589198.97,4537152.85,52046.12,4481832.53,550964.72,221392.04,69743.62,340140.49,0,0,0,0,0,0,""
2022,"Itabela","BA",24080,917,NA,1189.34,1347.18,27.97,28.35,4920095.13,4863377.66,56717.47,4720738.11,610632.35,211304.79,19133.07,256738.24,0,0,0,0,0,0,""
2017,"Itabela","BA",23978,1021,23668,961.73,1377.16,32.09,145.29,3776943.39,3731675.6,45267.79,3471725.2,360264.14,0,0,0,NA,NA,NA,0,0,0,""
2019,"Itabela","BA",23875,1002,23037,992.69,1455.52,29.44,27.32,4300505.5,4250826.28,49679.22,3953781.86,447992.13,780478.58,0,780478.58,NA,NA,NA,NA,NA,NA,""
2018,"Itabela","BA",23880,980,22908,988.85,1456,30.32,29,4181452.86,4132926.77,48526.09,3770792.97,424967.81,15858.28,0,15858.28,NA,NA,NA,0,0,0,""
2011,"Itaberaba","BA",58744,3526,48648,2858.36,7039.35,125.61,0,6733158,6580802,152356,7707754,720058,67000,0,67000,NA,NA,NA,NA,NA,NA,""
2020,"Itaberaba","BA",58362,17229,50857,3211.75,6242.65,616.34,226.34,16635229.58,14827414.32,1807815.26,16420001.84,1320242.89,2264392.28,8329453.38,12776101.54,NA,NA,NA,NA,NA,NA,""
2010,"Itaberaba","BA",56115,3512,48485,2955.41,5990.38,127.37,0.4,5714612,5604270,110342,6578069,556765,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
2015,"Itaberaba","BA",66310,8368,52166,3135.17,4787.62,229.85,27.76,10254049.08,9992281.74,261767.34,10616854.7,1117540.13,150992.44,292808.13,927305.68,NA,NA,NA,142745.97,2657834.2,2800580.17,""
2006,"Itaberaba","BA",47716,3487,47410,3281.68,4733.01,113,1,3376921.8,3326902.92,50018.88,3301545.78,1252488.25,51000,0,51000,NA,NA,NA,NA,NA,NA,""
2004,"Itaberaba","BA",46898,2417,46532,2629.6,4882.61,113.45,0,2647822.24,2607154.06,40668.18,2676974.57,NA,4376000,0,4376000,NA,NA,NA,NA,NA,NA,""
2005,"Itaberaba","BA",47104,3435,46978,2981.75,1587.3,118.9,NA,3064512.66,3015783.75,48728.91,2991381.19,533878.62,1690000,0,1690000,NA,NA,NA,NA,NA,NA,""
2012,"Itaberaba","BA",62037,5202,48804,2981.58,3582.56,159.05,17.45,8371910.68,8182452.72,189457.96,8608506.84,736979.24,NA,10000,NA,NA,NA,NA,NA,NA,NA,""
2018,"Itaberaba","BA",64325,8927,50604,3055.25,8559,239.46,24,13837408.22,13423943.15,413465.07,13691365.22,821047.78,4047142.68,29743819.54,40153549.79,NA,NA,NA,0,0,0,""
2013,"Itaberaba","BA",61449,4917,51769,3230.33,4691.89,170.56,22.63,8995643.99,8801059.45,194584.54,9245988.43,706430.68,351751.94,3848122.24,4475926.35,NA,NA,NA,NA,NA,NA,""
2016,"Itaberaba","BA",65501,8029,52388,3138.06,3808.69,253.19,29.72,11503300.57,11173267.71,330032.86,11500860.14,1023113.96,442938.26,172026.49,748159.66,NA,NA,NA,0,49809.74,49809.74,""
2022,"Itaberaba","BA",58059,29785,NA,3420.15,4511.36,1042.65,235.37,21655836.41,16990329.03,4665507.38,21586150.08,3173415.11,3254183.54,6319394.63,9945083.2,0,0,0,0,0,0,""
2007,"Itaberaba","BA",45845,3599,45845,3202.17,7863.49,115.49,1,3797046.73,3736668.8,60377.93,4107975.19,754481.39,0,0,0,NA,NA,NA,NA,NA,NA,""
2014,"Itaberaba","BA",62909,4905,51973,3091.27,4728.01,156.08,28.33,9380051.74,9180553.47,199498.27,9993981.46,863423.67,566280.06,4438581.95,5619963.71,NA,NA,NA,NA,NA,NA,""
2008,"Itaberaba","BA",53840,3672,47319,3213.84,8473.26,136.85,1.2,4613594.53,4530842.94,82751.59,4638471.26,464955.2,0,0,0,NA,NA,NA,NA,NA,NA,""
2019,"Itaberaba","BA",64489,11912,50733,3283.61,3917.3,277.83,120.31,15010474.35,14256887.34,753587.01,14835233.73,918865.31,5075202.07,16088204.87,25536948.02,NA,NA,NA,NA,NA,NA,""
2009,"Itaberaba","BA",56552,3646,47464,3022.02,7741.24,130.81,1.2,4897715.26,4811856.15,85859.11,4952731.48,357601.42,NA,309000,NA,0,0,0,0,0,0,""
2021,"Itaberaba","BA",58466,18759,50974,3464.51,8892.06,759.31,197.04,18628881.14,15935036.53,2693844.61,18623060.96,1929499.37,511011.85,6424818.04,7672018.33,0,0,0,0,0,0,""
2017,"Itaberaba","BA",66083,7758,52556,3064.77,5081.28,240.27,51.41,13063930.23,12690159.29,373770.94,12888825.06,998472.82,1083356.47,12157374.14,15297625.4,NA,NA,NA,0,0,0,""
1996,"Itabuna","BA",219302,139108,177944,14417.5,NA,1178.95,NA,9758732.12,7229268.75,2529463.37,9772585.74,1545000,8e+05,1e+06,NA,NA,NA,NA,NA,NA,NA,"Sociedade de economia mista com administração pública"
1998,"Itabuna","BA",181183,123154,177109,15216,NA,466,NA,9149421.79,5856253.2,3293168.59,7869931.77,1329920.13,331611.77,273293.65,787150.4,NA,NA,NA,NA,NA,NA,"Sociedade de economia mista com administração pública"
2016,"Itabuna","BA",220386,149945,214976,12121.89,10850,3042,401,41058322.28,29481379.47,11576942.81,33309988.21,5295232.14,0,0,8282,0,0,0,0,0,0,"Sociedade de economia mista com administração pública"
1999,"Itabuna","BA",187103,133530,176726,15876,NA,395,NA,8695747,6050149,2645598,8612771,1584482,197488,137147,375988,NA,NA,NA,NA,NA,NA,"Sociedade de economia mista com administração pública"
2018,"Itabuna","BA",212740,166618,207518,15072.61,10041,3604.5,506.4,49705888.33,35262770.1,14443118.23,46041739.82,5879750.89,0,0,9487253.63,0,0,0,0,0,0,"Sociedade de economia mista com administração pública"
1997,"Itabuna","BA",223000,159000,177491,14819,NA,1168,NA,9432246,6602572,2829674,7600717,1360688.12,7625,110257.05,NA,NA,NA,NA,NA,NA,NA,"Sociedade de economia mista com administração pública"
2009,"Itabuna","BA",208531,143640,207691,21078,18082,1281,91,24129583,17156232,6973351,21263785,4909323,20141,15780,355384,NA,NA,NA,0,0,0,"Sociedade de economia mista com administração pública"
2003,"Itabuna","BA",207773,133328,194597,17553.2,21182,825.2,4167,12108685.91,8477409.61,3631276.3,11366005.66,2784972.67,295809.91,0,295809.91,NA,NA,NA,NA,NA,NA,"Sociedade de economia mista com administração pública"
2013,"Itabuna","BA",206846,147888,212770,19095.27,13425.54,2180.05,245,36721862,26158243.13,10563618.87,34050559.34,4568642.94,163615.11,147161.34,310776.45,0,0,0,0,0,0,"Sociedade de economia mista com administração pública"
2015,"Itabuna","BA",218925,148645,214287,17698.31,12045.62,3302.4,365,43910455.85,32626792.32,11283663.53,40077085.74,6041051.82,0,0,93874.65,0,0,0,0,0,0,"Sociedade de economia mista com administração pública"
2020,"Itabuna","BA",213411,170050,208440,18484.71,10842,4858.8,513.06,53620966.76,39248804.92,14372161.84,49874338.46,7587627.96,0,0,307814.56,0,0,0,0,0,0,"Sociedade de economia mista com administração pública"
2005,"Itabuna","BA",204795,136638,198126,16289.4,20498,864.9,71.2,16598491.32,11784618.46,4813872.86,9263825.42,4258966.9,180632.81,14716.52,225912.57,NA,NA,NA,NA,NA,NA,"Sociedade de economia mista com administração pública"
2014,"Itabuna","BA",218925,148645,213551,16309.67,11785.32,3145.5,348,39150648.34,27866984.81,11283663.53,37804666.05,4398906.86,2353171.53,0,3583662.17,0,0,0,0,0,0,"Sociedade de economia mista com administração pública"
2012,"Itabuna","BA",203789,146674,200831,18955.84,15689.63,1932,198,33987652.4,24263944.04,9723708.36,29104839.61,5226325.03,385394.88,480273.58,865668.46,0,0,0,0,0,0,"Sociedade de economia mista com administração pública"
2021,"Itabuna","BA",214011,175002,208867,19624.52,11466.22,4994.12,514.36,54429645.66,53264266.36,1165379.3,52744989.65,9288449.5,0,0,172563.13,0,0,0,0,0,0,"Sociedade de economia mista com administração pública"
2011,"Itabuna","BA",201067,145650,200247,18662.55,15040,1932,144,28605833.85,20474153.76,8131680.09,24801798.07,4607088.92,218168.55,436241.02,714693.65,0,0,0,0,0,0,"Sociedade de economia mista com administração pública"
2000,"Itabuna","BA",191398,148852,191184,16728,NA,416.2,NA,10009664.8,6673109.87,3336554.93,8449954.05,1440668.37,193210.2,128806.8,322017,NA,NA,NA,NA,NA,NA,"Sociedade de economia mista com administração pública"
2010,"Itabuna","BA",200465,144822,199643,18257.03,15610,1345,112.4,28605833.85,20474153.76,8131680.09,24801798.07,4607088.92,218168.55,436241.02,714693.65,0,0,0,0,0,0,"Sociedade de economia mista com administração pública"
2022,"Itabuna","BA",183208,176211,NA,18863.58,11320.3,5269,525.2,59199261.06,43310281.36,15888979.7,65335228.6,12327104.35,0,0,6709543.83,0,0,0,0,0,0,"Sociedade de economia mista com administração pública"
2002,"Itabuna","BA",190849,132010,193515,16609.2,NA,846.9,NA,10456384.05,7353123.05,3103261,10313493,2278376.89,1381275.5,0,1381275.5,NA,NA,NA,NA,NA,NA,"Sociedade de economia mista com administração pública"
2006,"Itabuna","BA",204795,137019,199345,17486,21407.6,864.9,71,20191098.3,14133417.59,6057680.71,16278536.93,4248023.88,695900.22,94671.23,1081914.93,NA,NA,NA,NA,NA,NA,"Sociedade de economia mista com administração pública"
2008,"Itabuna","BA",208840,142285,206319,12994.2,19100.32,949.52,60,21100184.78,14922555.37,6177629.41,17377866.93,4191531.7,339349.87,94795.2,548755.39,NA,NA,NA,NA,NA,NA,"Sociedade de economia mista com administração pública"
2019,"Itabuna","BA",213110,168019,207989,19340,11432,4606.93,511.98,53355806.54,39242716.57,14113089.97,51884616.57,6739284.4,0,0,985273.63,0,0,0,0,0,0,"Sociedade de economia mista com administração pública"
2007,"Itabuna","BA",205350,138070,204724,17849,20025.3,927.47,65,19820634.29,14077608.56,5743025.73,19383564.54,4641472.92,361436.02,159494.22,1067114.69,NA,NA,NA,NA,NA,NA,"Sociedade de economia mista com administração pública"
2001,"Itabuna","BA",167184,129252,192306,16369,NA,747.15,NA,10412791.31,7327720.86,3085070.45,9864767.75,1949264.42,482917,206964.48,689881.48,NA,NA,NA,NA,NA,NA,"Sociedade de economia mista com administração pública"
2004,"Itabuna","BA",207773,133328,196869,16723.8,20851.67,841.9,68.65,14281269.89,10086399.57,4194870.32,13700584.56,3637800.92,0,0,0,NA,NA,NA,NA,NA,NA,"Sociedade de economia mista com administração pública"
2017,"Itabuna","BA",221046,163574,215620,19014.13,11402,3303.05,488,46595596.01,32881221.84,13714374.17,41999323.97,5855039.04,0,0,8864394.1,0,0,0,0,0,0,"Sociedade de economia mista com administração pública"
1995,"Itabuna","BA",191000,112000,192608,13505,NA,365,NA,5163000,3820000,1343000,4441000,1250000,0,0,NA,NA,NA,NA,NA,NA,NA,"Sociedade de economia mista com administração pública"
2015,"Itacaré","BA",22225,8442,15494,1136.69,235.58,329.47,472.55,3892881.27,2749117.39,1143763.88,3731428.57,266452.33,34621.02,39150.59,93865.82,3500,0,3500,0,0,0,"Administração pública direta"
2020,"Itacaré","BA",16056,10905,16091,908.33,401.17,423.73,869.63,6732782.38,4371603.86,2361178.52,6219493.14,410060.92,395832.54,241070.31,709550.48,NA,NA,NA,NA,NA,NA,""
2013,"Itacaré","BA",20927,5777,15008,991.28,268.98,210.4,425.74,2844707.18,2280633.41,564073.77,2758434.41,201340.9,16489.28,984542.38,1059976.79,18000,0,18000,0,0,0,"Administração pública direta"
2011,"Itacaré","BA",20704,3582,13909,1001.63,154.67,108.2,295.25,2113007,1897041,215966,2162755,263080,0,1606000,1606000,18000,0,18000,0,0,0,"Administração pública direta"
2014,"Itacaré","BA",21426,6819,15258,1049.87,223.25,266.37,452.53,3446412.52,2603839.36,842573.16,3256631.79,223172.48,61720.67,529577.75,657765.69,18000,0,18000,0,0,0,"Administração pública direta"
2016,"Itacaré","BA",22936,8922,15715,1116.57,369.95,377.24,334.85,4348677.29,2992524.23,1356153.06,4040263.47,266532.55,112356.82,33572.98,178829.41,3500,0,3500,0,0,0,"Administração pública direta"
2012,"Itacaré","BA",21251,5389,14167,1042.58,158.12,165.05,391.53,2709694.01,2309810.9,399883.11,2993846.45,199098.5,NA,847000,NA,18000,0,18000,0,0,0,"Administração pública direta"
2018,"Itacaré","BA",23539,10068,15646,1211.39,312,477.47,478,5403236.9,3569561.05,1833675.85,5181369.02,337887,98942.32,31510.92,130453.24,0,0,0,0,0,0,"Administração pública direta"
2022,"Itacaré","BA",19104,9475,NA,1149.04,313.94,503.36,641.44,8920328.23,5760431.73,3159896.5,8460823.99,711829.97,420645.9,148752.35,638700.49,0,0,0,0,0,0,"Administração pública direta"
2021,"Itacaré","BA",14800,10131,16297,981.88,240.06,480.32,758.23,7744222.2,5064591.2,2679631,7727614.4,600262.9,244708.06,312829.29,599652.04,0,0,0,0,0,0,""
2010,"Itacaré","BA",11431,1947,13642,726.48,117.71,12.47,197.52,1737914,1714536,23378,1914675,50675,NA,2207000,NA,NA,NA,NA,NA,NA,NA,""
2017,"Itacaré","BA",23345,9872,15922,1148.54,264.37,427.15,373.76,4735748.66,3182717.85,1553030.81,4402630.87,270843.49,0,0,0,0,0,0,0,0,0,"Administração pública direta"
2019,"Itacaré","BA",15963,10842,15874,918.12,286.85,420.99,540.19,6373363.58,4146041.01,2227322.57,6414637.36,363367.8,842748.45,521966.17,1364714.62,NA,NA,NA,NA,NA,NA,""
2022,"Itagi","BA",10737,10500,NA,444.86,106.98,0,NA,2371329.55,2325529.55,3800,2361375.39,60526.82,162100.03,3601.3,178076.92,12000,40000,108000,0,0,0,"Administração pública direta"
2020,"Itagi","BA",9516,12242,9577,441.21,113.45,0,NA,2099243.68,2064243.68,2000,1948134.56,39207.3,57814.1,0,84823.8,8000,26000,74000,0,0,0,"Administração pública direta"
2010,"Itagi","BA",10286,10210,10210,438.75,50.38,0,0,767497,767497,0,848181,30308.67,0,0,0,NA,NA,NA,0,0,0,"Administração pública direta"
2019,"Itagi","BA",9898,12351,9662,439.49,105.35,0,NA,1984764.59,1953764.59,1000,1835332.78,39306.54,0,0,0,7000,23000,64000,0,0,0,"Administração pública direta"
2021,"Itagi","BA",9436,10200,9497,448.95,104.02,0,NA,2135581.76,2094581.76,3000,2251566.86,49656.05,137183.14,2075.18,164914.25,10000,30000,88000,0,0,0,"Administração pública direta"
2018,"Itagibá","BA",11614,2729,9269,503.96,215,95.98,40,2301159.75,1972310.03,328849.72,2357320.12,80283.15,0,0,0,NA,NA,NA,0,0,0,""
2017,"Itagibá","BA",11617,2717,9814,448.33,264.37,65.79,9.38,1856453.98,1639779.13,216674.85,1966159.24,54979.58,0,0,0,NA,NA,NA,0,0,0,""
2022,"Itagibá","BA",9641,2840,NA,605.26,251.39,106.05,50.15,3469275.69,2813928.97,655346.72,3535002.57,227618.48,163203.86,6321.33,195920.02,0,0,0,0,0,0,""
2021,"Itagibá","BA",9024,2616,9029,554.15,223.44,64.94,43.93,3030040.99,2457063.75,572977.24,3053674.27,171519,158046.82,1710.24,182619.68,0,0,0,0,0,0,""
2019,"Itagibá","BA",11667,3504,9185,519.27,202.76,97.04,16.35,2560082.85,2143985.14,416097.71,2618868.17,122805.83,0,0,58781.28,NA,NA,NA,NA,NA,NA,""
2020,"Itagibá","BA",9095,2719,9105,545.72,231.47,55.56,51.42,2854611.51,2324449.15,530162.36,2846173.92,122308.33,57946.24,0,95468.33,NA,NA,NA,NA,NA,NA,""
2018,"Itaguaçu da Bahia","BA",5829,1000,2815,243.86,0,0,0.01,967018.01,966018.01,1000,911775.01,279328.28,152742.24,0,152742.24,720000,0,720000,0,0,0,"Administração pública direta"
2014,"Itaju do Colônia","BA",5974,3288,5955,241.42,103.47,120.71,49.75,824492.29,600457.27,224035.02,838783.13,36385.26,19399.93,23730.39,47978.56,NA,NA,NA,NA,NA,NA,""
2022,"Itaju do Colônia","BA",4829,3086,NA,218.87,65.92,109.39,35.05,1635723.8,1095780.54,539943.26,1661632.31,69596.53,166131.9,74019.68,262753.5,0,0,0,0,0,0,""
2021,"Itaju do Colônia","BA",5211,3279,5223,242.74,72.7,118.17,39.39,1478517.82,984845.6,493672.22,1555727.04,58603.71,93451.82,69785.05,176666.75,0,0,0,0,0,0,""
2020,"Itaju do Colônia","BA",5270,3386,5288,250.03,81.21,121.62,40.49,1414491.54,939794.02,474697.52,1476491.36,50412,64012.88,37696.89,127485.25,NA,NA,NA,NA,NA,NA,""
2015,"Itaju do Colônia","BA",5959,3681,5895,239.37,80.09,138.83,52.52,959932.99,652062.42,307870.57,924711.95,43022.06,306.07,346.12,829.83,NA,NA,NA,0,0,0,""
2012,"Itaju do Colônia","BA",6535,2980,5707,279.77,93.89,104.47,41.54,690601.76,535635.64,154966.12,754512.22,39350.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
2013,"Itaju do Colônia","BA",6106,2944,6019,255.1,102.93,116.37,39.2,787673.97,583742.19,203931.78,680800.19,32250.73,1403.62,3165.58,16039.99,NA,NA,NA,NA,NA,NA,""
2010,"Itaju do Colônia","BA",6368,2295,5860,302.39,98.51,80.2,35.29,521564,432195,89369,539516,36899,NA,840000,NA,NA,NA,NA,NA,NA,NA,""
2016,"Itaju do Colônia","BA",5845,3669,5840,205.09,83.12,138.98,51.86,966740.61,634653.19,332087.42,887947.68,44274.93,11144.13,296.81,13359.85,NA,NA,NA,0,0,0,""
2011,"Itaju do Colônia","BA",6391,2244,5782,299.56,100.56,18.92,38.56,485004,472825,12179,564661,46674,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
2017,"Itaju do Colônia","BA",5575,3544,5787,219.67,71.83,146.7,40.56,1155913.98,762057.32,393856.66,1077184.17,37511.61,0,0,0,NA,NA,NA,0,0,0,""
2018,"Itaju do Colônia","BA",5550,3554,5428,250.65,71,157.04,39,1258066.02,825388.92,432677.1,1255453.89,41434.22,0,0,0,NA,NA,NA,0,0,0,""
2019,"Itaju do Colônia","BA",5562,3484,5357,268.91,74.57,138.35,42.39,1288964.69,877602.36,411362.33,1337457.86,46296.5,0,0,0,NA,NA,NA,NA,NA,NA,""
2012,"Itajuípe","BA",20878,20878,16677,3166,212.13,0,610,1287404.85,1287404.85,0,1287404.85,158154.57,NA,NA,NA,0,0,0,0,0,0,"Administração pública direta"
2013,"Itajuípe","BA",21884,20878,17480,3214,534.85,0,0,1583403.19,1583403.19,0,1583403.19,160576.45,57573,0,57573,0,0,0,0,0,0,"Autarquia"
2016,"Itajuípe","BA",21675,19888,17331,685,299.24,0,0,1698229.86,1698229.86,0,1698229.86,93825.9,29615,0,29615,0,0,0,0,0,0,"Autarquia"
2021,"Itajuípe","BA",20309,20309,16222,1352.8,430,0,0,2800873.67,2800873.67,0,2800873.67,407966.47,270812.12,0,270812.12,0,0,0,0,0,0,"Autarquia"
2019,"Itajuípe","BA",16366,16366,16368,1120,430,0,0,2584006.42,2584006.42,0,2584006.42,323055.88,97763.68,0,97763.68,0,0,0,0,0,0,"Autarquia"
2011,"Itajuípe","BA",20800,20800,16757,1088.64,265.43,0,550,1285996.49,1285996.49,0,1285996.49,158726.32,NA,NA,NA,64456.91,0,64456.91,0,0,0,"Administração pública direta"
2010,"Itajuípe","BA",21081,21081,16839,1166.4,255.96,0,549.64,1185864.33,1185864.33,0,1185864.31,143541.5,64456.91,0,64456.91,NA,NA,NA,0,0,0,"Administração pública direta"
2014,"Itajuípe","BA",21817,20000,17427,3222,559.63,0,0,1589118.76,1589118.76,0,1589118.76,153507.36,104584.8,0,104584.8,0,0,0,0,0,0,"Autarquia"
2018,"Itajuípe","BA",16444,20587,16444,952,430,0,0,2200952.74,2200952.74,0,2200952.74,333425.32,21501,0,21501,0,0,0,0,0,0,"Autarquia"
2015,"Itajuípe","BA",21754,20000,17377,2710,512.99,0,0,1729289.71,1729289.71,0,1729289.71,179616.72,97514.67,0,97514.67,0,0,0,0,0,0,"Autarquia"
2022,"Itajuípe","BA",18781,18781,NA,1251.1,456.31,0,0,3125004.49,3125004.49,0,3125004.49,442451.95,268672.63,0,268672.63,0,0,0,0,0,0,"Autarquia"
2020,"Itajuípe","BA",20398,20398,16293,1363,430,0,0,2636289.71,2636289.71,0,2636289.71,354809.22,100511.72,0,100511.72,0,0,0,0,0,0,"Autarquia"
2017,"Itajuípe","BA",21642,19888,17287,987,430,0,0,2031165.77,2031165.77,0,2031165.77,217680.23,83324.3,0,83324.3,0,0,0,0,0,0,"Autarquia"
2014,"Itamaraju","BA",54279,34596,53039,2826.4,2049.44,1298.32,416.2,11563557.77,7823708.99,3739848.78,11645292.22,538367.17,522680.6,113836.42,1095717.18,NA,NA,NA,NA,NA,NA,""
2021,"Itamaraju","BA",50749,39534,50854,2702.72,2058.46,1440.91,480.75,18926980.31,11727751.77,7199228.54,18180920.37,1136847.02,764587.38,207976.21,1113085.73,0,0,0,0,0,0,""
2013,"Itamaraju","BA",54002,30869,52989,3036.26,2168.07,1508.37,297.96,9331118.36,7852771.79,1478346.57,8356908.45,474689.08,315127.61,268949.17,714391.25,NA,NA,NA,NA,NA,NA,""
2016,"Itamaraju","BA",54222,40227,53129,2605.99,2040.85,1449.2,505.55,13328875.61,8478999.83,4849875.78,13420108.93,684708.23,604604.7,461010.75,1366900.47,NA,NA,NA,0,0,0,""
